user_id,anime_id,rating
4483,1887,7
4483,18153,8
4483,24629,6
4483,16782,9
4483,30831,7
4483,11757,9
4483,21881,9
4483,27891,6
4483,36474,5
4483,19021,6
4483,16417,9
4483,3455,6
4483,2236,7
4483,16001,10
4483,11887,10
4483,28851,10
4483,35363,7
4483,193,6
4483,11977,6
4483,11979,7
4483,512,8
4483,29786,5
4483,23273,10
4483,199,9
4483,8675,4
4483,2476,5
4483,2605,9
4483,15771,8
4483,65,8
4483,33206,8
4483,64,8
4483,1943,9
4483,12355,9
4483,30276,10
4483,21557,9
4483,10165,8
4483,32983,9
4483,4081,9
4483,30484,8
4483,30015,9
4483,7593,8
4483,32281,10
4483,25681,9
4483,14741,7
4483,1689,6
4483,31043,10
4483,532,10
4483,530,9
4483,22789,8
4483,7817,7
4483,4744,8
4483,523,7
4483,4224,7
4483,10162,9
4483,16742,6
4483,15911,9
4483,6377,9
4483,1195,6
4483,5300,9
4483,3228,9
4483,35839,9
4483,10029,9
4483,4181,10
4483,1535,9
4483,14713,9
4483,3701,7
4483,16664,10
4483,248,8
4483,431,10
4483,10408,9
4483,37614,5
4483,26349,7
4483,28825,7
4483,27989,10
4483,37141,9
4483,15809,7
4483,36094,8
4483,16,10
4483,487,7
4483,241,7
4483,227,8
4483,31988,9
4483,9253,8
4525,1222,9
4525,7059,9
4525,7817,7
4525,6547,9
4525,6880,8
4525,199,9
4525,6702,9
4525,1535,9
4525,10800,7
4525,10521,7
4525,10278,8
4525,11757,9
4525,14289,10
4525,1862,6
4525,6381,8
4525,6573,8
4525,5530,6
4525,20,9
4525,10620,10
4525,9936,5
4525,1887,7
4525,32281,10
4525,9617,10
4525,3667,8
4525,14175,8
4827,413,1
4827,16149,6
4827,38000,3
4827,11313,6
4827,32281,9
4827,1579,7
4827,5717,7
4827,3375,5
4827,8925,4
4827,3576,4
4827,8876,1
4827,1804,7
4827,11887,8
4827,15439,5
4827,25143,4
4827,11355,6
4827,15227,9
4827,16782,7
4827,43,10
4827,30948,5
4827,1204,6
4827,8129,8
4827,30947,3
4827,20889,7
4827,1606,5
4827,572,10
4827,1691,4
4827,37965,7
4827,953,7
4827,14467,5
4827,9617,4
4827,16904,3
4827,27991,5
4827,30524,6
4827,16664,10
4827,7054,4
4827,16668,6
4827,1192,7
4827,14713,3
4827,11771,9
4827,16009,3
4827,39198,7
4827,1004,8
4827,32491,8
4827,7711,9
4827,16033,2
4827,16035,6
4827,6594,8
4827,1604,8
4827,8532,6
4827,9023,5
4827,9491,1
4827,10568,8
4827,617,5
4827,16894,9
4827,15487,9
4827,2985,7
4827,512,8
4827,627,8
4827,558,6
4827,16890,1
4827,30705,1
4827,1509,3
4827,14045,3
4827,17351,3
4827,13835,4
4827,34541,6
4827,32438,4
4827,1286,2
4827,11761,3
4827,1462,8
4827,522,6
4827,4087,9
4827,330,3
4827,585,9
4827,875,9
4827,7103,4
4827,17637,2
4827,2235,6
4827,12755,6
4827,9756,9
4827,13203,8
4827,23293,8
4827,19669,8
4827,22125,8
4827,29583,6
4827,17259,8
4827,31051,8
4827,16916,9
4827,4898,2
4827,6774,9
4827,1456,7
4827,15045,2
4827,13655,4
4827,24415,8
4827,18195,8
4827,14349,6
4827,7598,3
4827,10104,3
4827,1070,3
4827,1887,2
4827,1430,9
4827,1418,7
4827,1432,7
4827,4320,8
4827,1421,7
4827,1435,6
4827,17643,3
4827,12679,5
4827,13331,8
4827,12413,8
4827,14693,3
4827,12123,3
4827,32995,8
4827,1894,5
4827,482,7
4827,28771,8
4827,481,8
4827,16233,8
4827,16918,8
4827,15863,6
4827,1140,7
4827,241,4
4827,487,4
4827,39533,6
4827,11769,3
4827,456,4
4827,21431,1
4827,242,5
4827,268,9
4827,17895,8
4827,1760,4
4827,243,3
4827,40052,9
4827,6377,5
4827,23283,5
4827,1195,3
4827,3228,5
4827,71,8
4827,73,7
4827,72,6
4827,5114,8
4827,20965,7
4827,13629,9
4827,2890,7
4827,25183,7
4827,384,7
4827,395,7
4827,18229,8
4827,245,10
4827,21039,6
4827,23289,8
4827,27633,6
4827,3508,9
4827,6795,8
4827,240,9
4827,2508,9
4827,18465,9
4827,19159,8
4827,1813,9
4827,132,6
4827,1571,8
4827,30925,5
4827,10271,9
4827,3002,10
4827,10417,4
4827,256,9
4827,578,10
4827,10408,8
4827,9911,1
4827,8426,10
4827,431,8
4827,11061,10
4827,13271,8
4827,12189,8
4827,13469,7
4827,160,10
4827,11005,2
4827,24781,7
4827,1272,5
4827,1273,5
4827,34542,7
4827,16317,1
4827,36124,4
4827,228,8
4827,10357,7
4827,15617,4
4827,598,5
4827,14719,9
4827,31405,6
4827,185,8
4827,3342,8
4827,934,9
4827,8074,6
4827,16,10
4827,1142,10
4827,644,8
4827,1824,10
4827,1825,7
4827,20583,8
4827,28891,9
4827,32935,9
4827,25303,8
4827,16528,7
4827,7785,10
4827,9515,3
4827,6574,5
4827,20903,9
4827,15809,6
4827,3298,5
4827,4713,3
4827,1030,10
4827,38816,5
4827,270,6
4827,5060,1
4827,5630,9
4827,6372,9
4827,6637,9
4827,9289,9
4827,32182,9
4827,37510,10
4827,10389,9
4827,23273,8
4827,1559,9
4827,7724,8
4827,37396,6
4827,11371,4
4827,21843,8
4827,16498,7
4827,25777,8
4827,35760,8
4827,19285,6
4827,7662,7
4827,13125,10
4827,16608,1
4827,28171,7
4827,32282,6
4827,440,5
4827,28735,10
4827,19775,8
4827,9863,8
4827,16395,6
4827,16718,3
4827,10775,4
4827,10109,3
4827,34240,8
4827,18119,4
4827,17391,2
4827,18523,4
4827,2993,3
4827,4214,3
4827,64,7
4827,2237,7
4827,14347,6
4827,15775,5
4827,12531,9
4827,32542,6
4827,12477,5
4827,13429,9
4827,10884,2
4827,35839,7
4827,114,7
4827,205,9
4827,11499,5
4827,23987,10
4827,2605,5
4827,24,8
4827,846,8
4827,400,8
4827,3755,4
4827,199,9
4827,1033,10
4827,15751,4
4827,166,7
4827,1285,2
4827,3588,6
4827,17849,3
4827,22687,6
4827,9941,8
4827,12015,7
4827,12017,8
4827,2236,9
4827,759,9
4827,14227,7
4827,523,8
4827,415,10
4827,658,8
4827,10294,6
4827,513,9
4827,6,7
4827,5365,10
4827,12883,5
4827,17909,9
4827,12431,10
4827,32673,8
4827,6276,4
4827,10798,7
4827,11531,8
4827,12317,1
4827,10162,9
4827,16742,2
4827,4106,7
4827,28497,8
4827,182,8
4827,2154,8
4827,3470,6
4827,198,6
4827,565,7
4827,28621,7
4827,14289,5
4827,16868,6
4827,5681,9
4827,25,3
4827,2290,5
4827,7311,7
4827,849,7
4827,174,7
4827,4382,3
4827,32309,6
4827,15077,9
4827,30585,7
4827,6046,6
4827,407,5
4827,13333,8
4827,12445,4
4827,15125,1
4827,18121,1
4827,20473,1
4827,26395,1
4827,1072,8
4827,38680,6
4827,13599,8
4827,6675,8
4827,2468,3
4827,16610,1
4827,32668,6
4827,24135,8
4827,1698,9
4827,20507,7
4827,30503,9
4827,31452,1
4827,2152,4
4827,10500,9
4827,31848,2
4827,21557,9
4827,1029,9
4827,13283,4
4827,5040,9
4827,31490,6
4827,4155,8
4827,12859,6
4827,459,6
4827,460,6
4827,461,6
4827,462,8
4827,463,7
4827,10165,6
4827,1210,8
4827,1655,6
4827,14293,6
4827,164,10
4827,9693,6
4827,21587,6
4827,37893,6
4827,35714,7
4827,4879,9
4827,6736,7
4827,323,9
4827,3001,7
4827,13409,7
4827,1696,4
4827,464,8
4827,3655,7
4827,40513,8
4827,877,9
4827,442,2
4827,936,2
4827,2144,3
4827,13585,7
4827,6030,4
4827,1732,3
4827,597,9
4827,601,7
4827,30,5
4827,13833,7
4827,16468,6
4827,33338,4
4827,2490,4
4827,13587,8
4827,31645,6
4827,326,7
4827,2594,7
4827,22135,10
4827,329,9
4827,31994,6
4827,22537,7
4827,19383,7
4827,1562,7
4827,17341,5
4827,10588,9
4827,14355,3
4827,793,8
4827,861,7
4827,35968,8
4827,10521,7
4827,25879,6
4827,31559,3
4827,30240,3
4827,10448,9
4827,28619,6
4827,1601,6
4827,2267,4
4827,37779,8
4827,5984,8
4827,437,9
4827,34467,6
4827,2386,4
4827,195,7
4827,443,6
4827,7474,6
4827,196,6
4827,524,6
4827,29511,5
4827,1978,7
4827,12355,10
4827,7769,6
4827,2159,8
4827,325,7
4827,3887,7
4827,9124,7
4827,8769,6
4827,785,8
4827,10178,8
4827,853,4
4827,36027,1
4827,770,8
4827,11179,4
4827,12673,4
4827,1943,9
4827,322,9
4827,7720,8
4827,120,4
4827,8187,4
4827,21041,7
4827,32483,3
4827,3087,7
4827,37435,5
4827,1689,6
4827,31478,4
4827,14345,5
4827,15605,1
4827,1681,6
4827,369,8
4827,357,3
4827,1222,6
4827,10800,9
4827,31964,7
4827,150,8
4827,11633,6
4827,834,4
4827,762,5
4827,8247,5
4827,4835,5
4827,2889,5
4827,1686,4
4827,269,7
4827,889,8
4827,68,6
4827,31043,7
4827,14397,9
4827,18745,8
4827,2981,3
4827,974,3
4827,17121,6
4827,12893,4
4827,11843,7
4827,16592,7
4827,2312,4
4827,61,6
4827,1,10
4827,15037,8
4827,13807,2
4827,10029,7
4827,3506,5
4827,14317,6
4827,706,4
4827,289,5
4827,8142,10
4827,2904,8
4827,12685,6
4827,1575,9
4827,30383,6
4827,2167,6
4827,11867,2
4827,15687,5
4827,14741,5
4827,18599,2
4827,13535,3
4827,31904,1
4827,368,4
4827,57,10
4827,9989,9
4827,2832,6
4827,6547,7
4827,10516,8
4827,15085,1
4827,28981,1
4827,1223,5
4827,3359,3
4827,32828,8
4827,22729,7
4827,16201,6
4827,47,9
4827,29513,6
4827,12149,6
4827,33253,9
4827,31580,8
4827,713,7
4827,12865,2
4827,12501,1
4827,12291,3
4827,2884,3
4827,32998,9
4827,38735,2
4827,9624,2
4827,3914,5
4827,11433,6
4827,6880,7
4827,11111,5
4827,30205,3
4827,39195,7
4827,20543,3
4827,32947,6
4827,1589,8
4827,22789,9
4827,2986,6
4827,7674,9
4827,5337,3
4827,7334,3
4827,2156,3
4827,28805,9
4827,6347,6
4827,3901,6
4827,2251,9
4827,37525,8
4827,9846,5
4827,6281,4
4827,12581,1
4827,13863,4
4827,18507,4
4827,31821,8
4827,28249,9
4827,3306,1
4827,15133,3
4827,31754,3
4827,11701,4
4827,292,7
4827,1205,9
4827,6956,7
4827,17513,1
4827,20919,1
4827,18689,9
4827,30230,9
4827,2983,2
4827,3684,5
4827,5593,6
4827,16512,8
4827,1363,6
4827,781,6
4827,28223,8
4827,1535,7
4827,14353,9
4827,63,3
4827,6746,10
4827,2950,1
4827,27833,9
4827,227,6
4827,317,7
4827,1317,5
4827,6418,6
4827,15,8
4827,3167,8
4827,8408,9
4827,3784,6
4827,39792,9
4827,1106,7
4827,788,1
4827,27831,10
4827,30191,8
4827,23199,9
4827,226,7
5094,22839,9
5094,17121,7
5094,1535,9
5094,28223,10
5094,40056,8
5094,37982,4
5094,2953,4
5094,6702,10
5094,22043,10
5094,41195,9
5094,33049,10
5094,2904,10
5094,28701,10
5094,5114,10
5094,918,10
5094,7472,8
5094,15335,10
5094,9969,10
5094,15417,10
5094,25537,10
5094,22297,9
5094,1689,2
5094,36456,9
5094,23283,8
5094,35507,7
5094,28677,8
5094,37779,9
5094,37521,9
5094,2210,4
5094,41389,8
5094,27899,8
5094,22319,8
5094,41353,8
5094,28999,7
5094,6547,10
5094,9919,7
5094,38824,10
5094,2251,10
5094,7674,9
5094,10030,9
5094,12365,9
5094,39195,10
5094,31043,8
5094,31964,7
5094,33486,7
5094,11111,5
5094,36098,9
5094,34096,10
5094,28977,10
5094,25777,8
5094,16498,8
5094,23273,10
5094,34240,9
5094,199,9
5094,39587,10
5094,31240,10
5094,22135,10
5094,437,9
5094,30276,9
5094,35760,9
5094,38234,7
5094,20,8
5094,23755,7
5094,41619,10
5094,40496,6
5094,36862,10
5094,34599,10
5094,24415,9
5094,16894,8
5094,11771,8
5094,30831,8
5094,19815,8
5094,38524,10
5094,13125,10
5094,28171,6
5094,20583,8
5094,32281,9
5094,32935,10
5094,40262,7
5094,38883,9
5094,40776,10
5094,11061,10
5094,1316,7
5094,5231,7
5094,37999,10
5094,40591,10
5094,40221,8
5094,1004,7
5094,6594,9
5094,38000,6
5094,37430,8
5094,2001,10
5094,11757,10
5094,9253,10
5094,28735,10
5094,36949,6
5094,35788,6
5094,32282,6
5094,36838,10
5094,28891,10
5094,1575,9
5461,132,7
5461,408,5
5461,243,7
5461,2889,8
5461,431,8
5461,3210,7
5461,228,8
5461,317,8
5461,507,7
5461,365,7
5461,1575,8
5461,813,7
5461,5,5
5461,1,8
5461,531,8
5461,2768,7
5461,2274,7
5461,1223,8
5461,3389,6
5461,572,8
5461,1004,8
5461,4091,8
5461,2953,8
5461,3092,7
5461,440,10
5461,2534,8
5461,202,7
5461,7,8
5461,2210,8
5461,523,8
5461,814,8
5461,815,6
5461,22,8
5461,441,8
5461,2562,9
5461,169,7
5461,199,8
5461,322,6
5461,770,7
5461,2248,6
5461,164,9
5461,2235,8
5461,2751,8
5461,207,6
5461,633,9
5461,2404,8
5461,3354,8
6482,35839,9
6482,39575,9
6482,33834,6
6482,33433,9
6482,33095,9
6482,28171,8
6482,39940,8
6482,35788,8
6482,32282,8
6482,40902,8
6482,25835,9
6482,28735,10
6482,39456,6
6482,18277,6
6482,9253,8
6482,5355,7
6482,9745,6
6482,6634,7
6482,23201,6
6482,23273,10
6482,39194,7
6482,16498,9
6482,25777,9
6482,35760,8
6482,40136,8
6482,38524,9
6482,31374,6
6482,10620,9
6482,32182,8
6482,37510,9
6482,11757,8
6482,16524,9
6482,35847,9
6482,45,10
6482,32951,7
6482,9289,10
6482,34822,10
6482,38573,6
6482,36009,6
6482,32681,9
6482,32924,7
6482,41226,6
6482,37521,10
6482,33352,10
6482,6918,7
6482,6919,6
6482,37779,9
6482,28677,7
6482,19383,7
6482,22537,7
6482,31994,7
6482,34467,5
6482,35714,6
6482,37893,6
6482,39836,6
6482,34019,7
6482,21681,8
6482,39469,6
6482,26443,7
6482,9065,7
6482,6895,6
6482,34403,5
6482,36475,7
6482,21881,8
6482,36474,7
6482,39597,9
6482,40540,9
6482,20021,7
6482,32093,7
6482,13333,7
6482,35790,9
6482,2001,10
